Number;Name;Platform;Year;Genre;Publisher;Cluster
8653;Nicktoons: MLB;Wii;2011;Sports;Take-Two Interactive;50
8668;The Godfather: Blackhand Edition;Wii;2007;Adventure;Electronic Arts;50
8674;Backyard Sports: Sandlot Sluggers;Wii;2010;Sports;Atari;50
8676;Arcade Zone;Wii;2009;Misc;Activision;50
8683;WWE '13;Wii;2012;Action;THQ;50
8696;Bust-A-Move Bash!;Wii;2007;Puzzle;505 Games;50
8697;Block Party;Wii;2008;Misc;Activision;50
8715;Top Spin 4;Wii;2011;Sports;Take-Two Interactive;50
8722;The Oregon Trail;Wii;2011;Simulation;Crave Entertainment;50
8776;Samurai Warriors: Katana;Wii;2007;Action;Tecmo Koei;50
8782;Jurassic: The Hunted;Wii;2009;Shooter;Activision;50
8784;Horse Life Adventures;Wii;2008;Simulation;Deep Silver;50
8798;Active Life Explorer;Wii;2010;Sports;Namco Bandai Games;50
8805;Family Party: Fitness Fun;Wii;2010;Sports;D3Publisher;50
8808;Metal Slug Anthology;Wii;2006;Shooter;Ignition Entertainment;50
8815;Cake Mania: In The Mix!;Wii;2008;Puzzle;Majesco Entertainment;50
8839;Spider-Man: Friend or Foe;Wii;2007;Action;Activision;50
8840;Ultimate Board Game Collection;Wii;2007;Misc;Xplosiv;50
8869;Burger Island;Wii;2009;Action;Destineer;50
8875;Sam & Max: Season One;Wii;2008;Adventure;JoWood Productions;50
8876;Virtua Tennis 4;Wii;2011;Sports;Sega;50
8878;Candace Kane's Candy Factory;Wii;2008;Action;Destineer;50
8880;Hot Wheels: Beat That!;Wii;2007;Racing;Activision;50
8887;Scarface: The World is Yours;Wii;2007;Action;Vivendi Games;50
8894;DreamWorks Super Star Kartz;Wii;2011;Racing;Activision;50
8903;Charm Girls Club: Pajama Party;Wii;2009;Misc;Electronic Arts;50
8909;Nancy Drew: The White Wolf of Icicle Creek;Wii;2008;Adventure;Sega;50
8916;Rubik's World;Wii;2008;Puzzle;Game Factory;50
8917;Gallop & Ride!;Wii;2008;Sports;THQ;50
8925;Baseball Blast!;Wii;2009;Sports;Take-Two Interactive;50
8966;NewU Fitness First Mind Body, Yoga & Pilates Workout;Wii;2010;Sports;Black Bean Games;50
8986;Making History: The Great War;Wii;2010;Strategy;Namco Bandai Games;50
9020;Kung Fu Panda 2;Wii;2011;Action;THQ;50
9026;Haunted House;Wii;2010;Action;Atari;50
9032;Dream Pinball 3D;Wii;2008;Misc;SouthPeak Games;50
9042;Pinball Hall of Fame: The Gottlieb Collection;Wii;2006;Misc;System 3 Arcade Software;50
9056;Destroy All Humans! Big Willy Unleashed;Wii;2008;Action;THQ;50
9066;Victorious Boxers: Revolution;Wii;2007;Fighting;Ubisoft;50
9083;Our House Party!;Wii;N/A;Simulation;Unknown;50
9085;Cranium Kabookii;Wii;2007;Misc;Ubisoft;50
9151;Scene It? Bright Lights! Big Screen!;Wii;2009;Misc;Warner Bros. Interactive Entertainment;50
9167;Buck Fever;Wii;2009;Sports;Destineer;50
9184;Valhalla Knights: Eldar Saga;Wii;2009;Role-Playing;Rising Star Games;50
9205;Rango: The Video Game;Wii;2011;Action;Electronic Arts;50
9211;Jikkyou Powerful Pro Yakyuu Wii;Wii;2007;Sports;Konami Digital Entertainment;50
9229;Science Papa;Wii;2009;Misc;Activision;50
9231;MySims Collection;Wii;2010;Misc;Electronic Arts;50
9250;The Amazing Race;Wii;2010;Misc;Ubisoft;50
9257;Happy Feet;Wii;2006;Action;Midway Games;50
9260;Major League Baseball 2K8;Wii;2008;Sports;Take-Two Interactive;50
9279;Pet Pals: Animal Doctor;Wii;2008;Simulation;JoWood Productions;50
9281;Cruise Ship Vacation Games;Wii;2009;Puzzle;Avanquest;50
9285;Nitrobike;Wii;2008;Racing;Ubisoft;50
9298;Wild Earth: African Safari;Wii;2008;Simulation;Majesco Entertainment;50
9303;Kororinpa: Marble Mania;Wii;2006;Puzzle;Nintendo;50
9313;Top Shot Arcade;Wii;2011;Shooter;Activision;50
9318;Deepak Chopra's Leela;Wii;2011;Misc;THQ;50
9319;Tom Clancy's Ghost Recon;Wii;2010;Shooter;Ubisoft;50
9323;NCIS;Wii;2011;Adventure;Ubisoft;50
9334;Peppa Pig: Fun and Games;Wii;2010;Misc;Ubisoft;50
9343;MLB Power Pros 2008;Wii;2008;Sports;Konami Digital Entertainment;50
9345;Dokapon Kingdom;Wii;2008;Role-Playing;Sting;50
9347;Go Play: Circus Star;Wii;2009;Action;Majesco Entertainment;50
9349;Winter Stars;Wii;2011;Sports;Deep Silver;50
9380;Space Camp;Wii;2009;Action;Activision;50
9383;Phantom Brave: We Meet Again;Wii;2009;Role-Playing;Nippon Ichi Software;50
9406;Greg Hastings Paintball 2;Wii;2010;Shooter;505 Games;50
9412;My Baby: First Steps;Wii;2009;Simulation;SouthPeak Games;50
9427;All Star Cheer Squad 2;Wii;2009;Sports;THQ;50
9442;Family Fortunes;Wii;2009;Misc;Mindscape;50
9461;Indianapolis 500 Legends;Wii;2007;Racing;Destineer;50
9465;Academy of Champions: Soccer;Wii;2009;Sports;Ubisoft;50
9484;Just Dance: Disney Party;Wii;2012;Misc;Ubisoft;50
9489;Shimano Xtreme Fishing;Wii;2009;Sports;Mastiff;50
9514;Tom Clancy's Splinter Cell: Double Agent;Wii;2006;Action;Ubisoft;50
9517;Backyard Sports Football: Rookie Rush;Wii;2010;Sports;Atari;50
9520;Margot's Word Brain;Wii;2008;Puzzle;Zoo Digital Publishing;50
9528;Army Men: Soldiers of Misfortune;Wii;2008;Shooter;Zoo Games;50
9532;Reader Rabbit Kindergarten;Wii;2010;Misc;Graffiti;50
9562;Legend of the Guardians: The Owls of Ga'Hoole;Wii;2010;Action;Warner Bros. Interactive Entertainment;50
9567;Brothers in Arms: Double Time;Wii;2008;Shooter;Ubisoft;50
9576;Sengoku Basara 3 Utage;Wii;2011;Action;Capcom;50
9591;PBR: Out of the Chute;Wii;2008;Sports;Crave Entertainment;50
9596;The Price is Right: Decades;Wii;2011;Misc;Ubisoft;50
9598;The Sky Crawlers: Innocent Aces;Wii;2008;Simulation;Namco Bandai Games;50
9604;SimAnimals Africa;Wii;2009;Simulation;Electronic Arts;50
9610;428: Fuusa Sareta Shibuya de;Wii;2008;Adventure;Sega;50
9622;Cloudy With a Chance of Meatballs;Wii;2009;Platform;Ubisoft;50
9625;Ben 10 Galactic Racing;Wii;2011;Racing;D3Publisher;50
9630;Kidz Sports: Crazy Golf;Wii;2008;Sports;Data Design Interactive;50
9654;Conduit 2;Wii;2011;Shooter;Sega;50
9657;Geometry Wars: Galaxies;Wii;2007;Shooter;Vivendi Games;50
9663;Ninja Reflex;Wii;2008;Action;Electronic Arts;50
9665;Calling;Wii;2009;Adventure;Konami Digital Entertainment;50
9670;Where the Wild Things Are;Wii;2009;Platform;Warner Bros. Interactive Entertainment;50
9687;Star Trek: Conquest;Wii;2007;Strategy;Bethesda Softworks;50
9691;Obscure: The Aftermath;Wii;2008;Action;Playlogic Game Factory;50
9699;Solitaire & Mahjong;Wii;2009;Puzzle;Crave Entertainment;50
9705;Deadliest Catch: Sea of Chaos;Wii;2010;Sports;Crave Entertainment;50
9724;Onechanbara: Bikini Zombie Slayers;Wii;2008;Action;D3Publisher;50
9742;Escape The Museum;Wii;2009;Adventure;Majesco Entertainment;50
9754;Puzzle Kingdoms;Wii;2009;Puzzle;Zoo Digital Publishing;50
9777;Mountain Sports;Wii;2009;Sports;Activision;50
9794;The King of Fighters Collection: The Orochi Saga;Wii;2008;Fighting;Ignition Entertainment;50
9804;Lost in Shadow;Wii;2010;Platform;Konami Digital Entertainment;50
9807;McDROID;Wii;2011;Strategy;Namco Bandai Games;50
9831;Skate City Heroes;Wii;2008;Sports;Zoo Digital Publishing;50
9840;Dodge Racing: Charger vs Challenger;Wii;2009;Racing;Zushi Games;50
9871;Vacation Isle: Beach Party;Wii;2010;Misc;Warner Bros. Interactive Entertainment;50
9872;Fit in Six;Wii;2011;Sports;Ubisoft;50
9899;Cruis'n;Wii;2007;Racing;Midway Games;50
9910;Sniper Elite;Wii;2010;Shooter;Reef Entertainment;50
9915;NPPL: Championship Paintball 2009;Wii;2008;Shooter;Activision Value;50
9945;Yogi Bear: The Video Game;Wii;2010;Action;D3Publisher;50
9953;Get Up and Dance;Wii;2011;Misc;O-Games;50
9954;Merv Griffin's Crosswords;Wii;2008;Puzzle;THQ;50
9993;Hasbro Family Game Night Fun Pack;Wii;2011;Misc;Electronic Arts;50
10003;Hollywood Squares;Wii;2010;Misc;Ubisoft;50
10061;Sakura Wars: So Long, My Love;Wii;2010;Role-Playing;Ackkstudios;50
10065;Family Fun Football;Wii;2009;Sports;Tecmo Koei;50
10089;Super Swing Golf Season 2;Wii;2007;Sports;Rising Star Games;50
10101;Zangeki no Reginleiv;Wii;2010;Action;Nintendo;50
10104;Vacation Sports;Wii;2009;Sports;Ubisoft;50
10106;PDC World Championship Darts: Pro Tour;Wii;2010;Sports;O-Games;50
10107;Pimp My Ride;Wii;2008;Racing;Activision;50
10113;Heavy Fire: Afghanistan;Wii;2011;Shooter;Mastiff;50
10123;The Hardy Boys: The Hidden Theft;Wii;2009;Adventure;The Adventure Company;50
10147;Dora's Big Birthday Adventure;Wii;2010;Misc;Take-Two Interactive;50
10155;Spyborgs;Wii;2009;Action;Capcom;50
10159;The History Channel: Battle for the Pacific;Wii;2007;Shooter;Activision;50
10163;Mobile Suit Gundam: MS Sensen 0079;Wii;2007;Simulation;Namco Bandai Games;50
10182;Totally Spies! Totally Party;Wii;2008;Misc;Ubisoft;50
10204;Sesame Street: Ready, Set, Grover!;Wii;2011;Misc;Warner Bros. Interactive Entertainment;50
10214;The Croods: Prehistoric Party!;Wii;2013;Misc;D3Publisher;50
10227;Rock Band: Metal Track Pack;Wii;2009;Misc;MTV Games;50
10251;Tornado Outbreak;Wii;2009;Action;Konami Digital Entertainment;50
10254;Astro Boy: The Video Game;Wii;2009;Action;D3Publisher;50
10265;Death Jr.: Root of Evil;Wii;2008;Platform;Eidos Interactive;50
10272;Backyard Baseball '10;Wii;2009;Sports;Atari;50
10286;JU-ON: The Grudge;Wii;2009;Action;Rising Star Games;50
10300;National Geographic Challenge!;Wii;2011;Misc;Black Bean Games;50
10309;X-Men: Destiny;Wii;2011;Action;Activision;50
10326;Attack of the Movies 3D;Wii;2010;Shooter;Majesco Entertainment;50
10341;Paws & Claws: Pet Resort;Wii;2009;Simulation;THQ;50
10345;Tournament Pool;Wii;2009;Sports;Destineer;50
10364;Disney's Chicken Little: Ace In Action;Wii;N/A;Shooter;Disney Interactive Studios;50
10370;Tom Clancy's HAWX 2;Wii;2010;Action;Ubisoft;50
10391;The Bachelor: The Videogame;Wii;2010;Misc;Warner Bros. Interactive Entertainment;50
10411;Help Wanted: 50 Wacky Jobs;Wii;2008;Simulation;Hudson Soft;50
10415;Champion Jockey: G1 Jockey & Gallop Racer;Wii;2011;Sports;Tecmo Koei;50
10420;Ennichi no Tatsujin;Wii;2006;Misc;Namco Bandai Games;50
10430;Family Party: 30 Great Games;Wii;2008;Misc;D3Publisher;50
10448;The Smurfs 2;Wii;2013;Platform;Ubisoft;50
10450;Fatal Frame 2: Wii Edition;Wii;2012;Action;Nintendo;50
10451;Dancing on Ice;Wii;2010;Sports;Ghostlight;50
10472;Who Wants to Be a Millionaire: 3rd Edition;Wii;2010;Misc;Ubisoft;50
10477;Yu-Gi-Oh! 5D's Wheelie Breakers;Wii;2009;Racing;Konami Digital Entertainment;50
10485;Momotarou Dentetsu 16;Wii;2007;Misc;Hudson Soft;50
10486;Igor: The Game;Wii;2008;Adventure;CDV Software Entertainment;50
10490;Green Lantern: Rise of the Manhunters;Wii;2011;Action;Warner Bros. Interactive Entertainment;50
10505;Alvin and the Chipmunks: The Squeakquel;Wii;2009;Misc;Majesco Entertainment;50
10516;Medal of Honor: Vanguard;Wii;2007;Shooter;Electronic Arts;50
10529;Truth or Lies;Wii;2010;Misc;THQ;50
10542;The Destiny of Zorro;Wii;2009;Action;505 Games;50
10545;Inazuma Eleven GO Strikers 2013;Wii;2012;Role-Playing;Level 5;50
10550;Creeper World 3: Arc Eternal;Wii;2009;Strategy;Namco Bandai Games;50
10551;Monkey Mischief! Party Time;Wii;2008;Misc;Activision;50
10554;Water Sports;Wii;2009;Action;Avanquest;50
10580;Pajama Sam: Don't Fear The Dark;Wii;2008;Adventure;Atari;50
10586;Little League World Series Baseball 2008;Wii;2008;Sports;Activision;50
10588;Tatsunoko vs. Capcom: Cross Generation of Heroes;Wii;2008;Fighting;Capcom;50
10602;Rolling Stone: Drum King;Wii;2009;Misc;505 Games;50
10622;SCORE International Baja 1000: The Official Game;Wii;2008;Racing;Activision;50
10625;Opoona;Wii;2007;Role-Playing;Tecmo Koei;50
10626;Big League Sports;Wii;2008;Sports;Activision;50
10648;King of Clubs: Mini Golf;Wii;2008;Sports;Oxygen Interactive;50
10676;Pro Evolution Soccer 2013;Wii;2012;Sports;Konami Digital Entertainment;50
10678;Alvin and the Chipmunks: Chipwrecked;Wii;2011;Misc;505 Games;50
10698;Code Lyoko: Quest for Infinity;Wii;2007;Action;Game Factory;50
10705;Naruto Shippuden: Gekito Ninja Taisen! EX;Wii;2007;Fighting;Takara Tomy;50
10720;iCarly 2: iJoin The Click!;Wii;2010;Adventure;Activision;50
10723;The Secret Saturdays: Beasts of the 5th Sun;Wii;2009;Action;D3Publisher;50
10729;Animal Planet: Vet Life;Wii;2009;Simulation;Activision;50
10753;Blast Works: Build, Trade, Destroy;Wii;2008;Shooter;Eidos Interactive;50
10764;Heatseeker;Wii;2007;Action;Codemasters;50
10780;BIT.TRIP COMPLETE;Wii;2011;Misc;Rising Star Games;50
10783;Paws & Claws: Pet Vet;Wii;2009;Simulation;THQ;50
10789;Pony Friends 2;Wii;2009;Simulation;Eidos Interactive;50
10794;The Daring Game for Girls;Wii;N/A;Adventure;Unknown;50
10825;Jaws: Ultimate Predator;Wii;2011;Action;Majesco Entertainment;50
10832;Rock Band Country Track Pack 2;Wii;2011;Misc;MTV Games;50
10837;Big League Sports: Summer;Wii;2009;Sports;Activision;50
10853;Monopoly Collection;Wii;2011;Misc;Electronic Arts;50
10861;Rygar: The Battle of Argus;Wii;2008;Action;Rising Star Games;50
10886;Fishing Master World Tour;Wii;2009;Sports;Hudson Entertainment;50
10905;Alien Monster Bowling League;Wii;2009;Sports;Destineer;50
10910;Generator Rex: Agent of Providence;Wii;2011;Action;Activision;50
10911;Championship Foosball;Wii;2008;Sports;505 Games;50
10929;U-Sing  2;Wii;2010;Misc;Mindscape;50
10933;Playmobil Circus;Wii;2009;Action;Mindscape;50
10957;Get Fit with Mel B;Wii;2010;Sports;Black Bean Games;50
10970;Kawasaki Quad Bikes;Wii;2007;Racing;Data Design Interactive;50
11014;NERF N-Strike: Double Blast Bundle;Wii;2010;Shooter;Electronic Arts;50
11015;Space Chimps;Wii;2008;Platform;Brash Entertainment;50
11021;Family GameShow;Wii;2009;Misc;Zushi Games;50
11022;Great Party Games;Wii;2010;Misc;O-Games;50
11030;Agatha Christie: Evil Under the Sun;Wii;2008;Adventure;The Adventure Company;50
11033;Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!;Wii;2010;Misc;Hudson Soft;50
11054;Ski-Doo Snowmobile Challenge;Wii;2009;Racing;Valcon Games;50
11059;Go Play: City Sports;Wii;2009;Sports;Majesco Entertainment;50
11069;Jambo! Safari Animal Rescue;Wii;2009;Simulation;Sega;50
11074;Ski and Shoot;Wii;2008;Sports;RTL;50
11085;MLB Superstars;Wii;2008;Sports;Take-Two Interactive;50
11087;Remington Super Slam Hunting: Alaska;Wii;2011;Sports;Mastiff;50
11094;The $1 Pyramid;Wii;2011;Misc;Ubisoft;50
11100;The Mummy: Tomb of the Dragon Emperor;Wii;2008;Action;Vivendi Games;50
11101;Spider-Man: Edge of Time;Wii;2011;Action;Activision;50
11102;Momu-chan Diet Wii: Figurobics by Chon Dayon;Wii;2010;Misc;Hudson Soft;50
11105;Mad Dog McCree: Gunslinger Pack;Wii;2009;Shooter;Majesco Entertainment;50
11117;Wacky World of Sports;Wii;2009;Sports;Sega;50
11122;Data East Arcade Classics;Wii;2010;Misc;Majesco Entertainment;50
11126;Naruto Shippuden: Gekito Ninja Taisen! EX 2;Wii;2007;Fighting;Takara Tomy;50
11138;Little League World Series Baseball: Double Play;Wii;2010;Sports;Activision;50
11144;Happy Feet Two;Wii;N/A;Action;Warner Bros. Interactive Entertainment;50
11146;The Ant Bully;Wii;2006;Platform;Midway Games;50
11155;Harvey Birdman: Attorney at Law;Wii;2008;Adventure;Capcom;50
11158;Jumper: Griffin's Story;Wii;2008;Action;Eidos Interactive;50
11174;Team Elimination Games;Wii;2009;Misc;Ubisoft;50
11191;Karaoke Joysound Wii DX;Wii;2009;Misc;Hudson Soft;50
11200;The Penguins of Madagascar: Dr. Blowhole Returns - Again!;Wii;2011;Action;THQ;50
11209;Busy Scissors;Wii;2010;Simulation;Little Orbit;50
11232;Cartoon Network: Punch Time Explosion XL;Wii;2011;Fighting;Crave Entertainment;50
11245;Build 'n Race;Wii;2009;Racing;Zoo Games;50
11264;Diva Girls: Divas on Ice;Wii;2009;Sports;505 Games;50
11277;Martian Panic;Wii;2010;Adventure;Unknown;50
11289;SafeCracker: The Ultimate Puzzle Adventure;Wii;2008;Puzzle;The Adventure Company;50
11348;America's Next Top Model;Wii;2010;Action;Crave Entertainment;50
11406;Ninjabread Man;Wii;2007;Action;Popcorn Arcade;50
11409;I Am In The Movie;Wii;2012;Simulation;Namco Bandai Games;50
11411;Zero: Tsukihami no Kamen;Wii;N/A;Action;Nintendo;50
11412;Ice Age 2: The Meltdown;Wii;2006;Platform;Vivendi Games;50
11414;10 Minute Solution;Wii;2010;Sports;Activision;50
11416;Jikkyou Powerful Pro Yakyuu 15;Wii;2008;Sports;Konami Digital Entertainment;50
11436;Pop'n Music;Wii;2009;Misc;Konami Digital Entertainment;50
11438;Worms: A Space Oddity;Wii;2008;Strategy;THQ;50
11443;Far Cry Vengeance;Wii;2006;Shooter;Ubisoft;50
11462;Cate West: The Vanishing Files;Wii;2009;Adventure;Oxygen Interactive;50
11463;Jimmie Johnson's Anything With an Engine;Wii;2011;Racing;Konami Digital Entertainment;50
11494;Ultimate Shooting Collection;Wii;2008;Shooter;Milestone;50
11496;Super Sentai Battle: Ranger Cross;Wii;2011;Action;Namco Bandai Games;50
11539;Sengoku Musou 3: Moushouden;Wii;2011;Action;Ackkstudios;50
11545;Rock Revolution;Wii;N/A;Misc;Unknown;50
11565;Lost in Blue: Shipwrecked;Wii;2008;Adventure;Konami Digital Entertainment;50
11569;Penny Racers Party: Turbo-Q Speedway;Wii;2008;Racing;Takara Tomy;50
11580;My First Songs;Wii;2010;Misc;Mindscape;50
11582;Ultimate Party Challenge;Wii;2009;Misc;Konami Digital Entertainment;50
11604;Agatha Christie: And Then There Were None;Wii;2008;Adventure;The Adventure Company;50
11607;We Sing Rock!;Wii;2011;Misc;Nordic Games;50
11609;Gunblade NY & L.A. Machineguns Arcade Hits Pack;Wii;2010;Shooter;Sega;50
11616;Cosmic Family;Wii;2007;Misc;Ubisoft;50
11632;Ultimate Duck Hunting;Wii;2009;Sports;Zoo Digital Publishing;50
11634;Jikkyou Powerful Pro Yakyuu Next;Wii;2009;Sports;Konami Digital Entertainment;50
11637;Aliens in the Attic;Wii;2009;Action;Playlogic Game Factory;50
11658;Man vs. Wild;Wii;2011;Action;Crave Entertainment;50
11683;World Party Games;Wii;2009;Misc;505 Games;50
11686;Animal Kingdom: Wildlife Expedition;Wii;2009;Adventure;Natsume;50
11688;Rogue Trooper: Quartz Zone Massacre;Wii;2009;Shooter;Reef Entertainment;50
11691;Crayola: Colorful Journey;Wii;2009;Misc;Crave Entertainment;50
11692;Storybook Workshop;Wii;2009;Misc;Konami Digital Entertainment;50
11700;Minna no Joushiki Ryoku TV;Wii;2008;Misc;Nintendo;50
11715;Winter Sports 2011;Wii;2011;Sports;DTP Entertainment;50
11717;Baroque;Wii;2008;Role-Playing;Rising Star Games;50
11722;Disaster: Day of Crisis;Wii;2008;Action;Nintendo;50
11732;Kung Fu Panda: Legendary Warriors;Wii;2008;Action;Activision;50
11738;Party Pigs: Farmyard Games;Wii;2009;Misc;Data Design Interactive;50
11746;Naruto Shippuden: Gekito Ninja Taisen! EX 3;Wii;2008;Fighting;Takara Tomy;50
11765;Zumba Fitness Core;Wii;2012;Misc;505 Games;50
11808;Speed Zone;Wii;2009;Racing;Bethesda Softworks;50
11851;Rugby League 3;Wii;2010;Sports;Alternative Software;50
11861;Let's Paint;Wii;2010;Simulation;Zoo Games;50
11871;Winning Eleven Playmaker 2010: Aoki Samurai no Chousen;Wii;2010;Sports;Konami Digital Entertainment;50
11885;SNK Arcade Classics Vol. 1;Wii;2008;Misc;Ignition Entertainment;50
11891;Speed;Wii;2010;Racing;Unknown;50
11954;Showtime Championship Boxing;Wii;2007;Fighting;Zoo Digital Publishing;50
11956;Open Season;Wii;2006;Platform;Ubisoft;50
11958;Dave Mirra BMX Challenge;Wii;2007;Sports;505 Games;50
11972;Yamaha Supercross;Wii;2009;Racing;Zoo Digital Publishing;50
12003;NHL 2K9;Wii;2008;Sports;Take-Two Interactive;50
12010;Reader Rabbit 1st Grade;Wii;2010;Misc;Graffiti;50
12011;Anubis II;Wii;2007;Platform;Metro 3D;50
12018;Heavenly Guardian;Wii;2007;Shooter;505 Games;50
12023;Pizza Delivery Boy;Wii;2010;Simulation;Majesco Entertainment;50
12040;Target: Terror;Wii;2008;Shooter;Konami Digital Entertainment;50
12046;Dream Dance & Cheer;Wii;2009;Misc;Zoo Games;50
12050;Billy's Boot Camp: Wii de Enjoy Diet!;Wii;2011;Sports;Rocket Company;50
12055;Tournament of Legends;Wii;2010;Fighting;Sega;50
12074;Suzumiya Haruhi no Gekidou;Wii;2009;Adventure;Kadokawa Shoten;50
12097;Secret Files: Tunguska;Wii;2008;Adventure;Koch Media;50
12101;Family Trainer: Treasure Adventure;Wii;2010;Sports;Namco Bandai Games;50
12114;Basketball Hall of Fame Ultimate Hoops Challenge;Wii;2010;Sports;Zoo Games;50
12125;Mario Tennis;Wii;2010;Sports;Nintendo;50
12129;Build-A-Bear Workshop: Friendship Valley;Wii;N/A;Misc;Unknown;50
12140;Shin Chan: Las Nuevas Aventuras Para Wii!;Wii;2006;Action;505 Games;50
12141;Challenge Me: Brain Puzzles 2;Wii;2010;Puzzle;O-Games;50
12148;Freddi Fish: Kelp Seed Mystery;Wii;2008;Adventure;Majesco Entertainment;50
12190;Kamen Rider: Dragon Knight;Wii;2009;Fighting;D3Publisher;50
12202;Fantasy Aquarium World;Wii;2009;Simulation;Destineer;50
12210;Cold Stone Creamery: Scoop It Up;Wii;2009;Misc;Zoo Games;50
12251;Chrysler Classic Racing;Wii;2008;Racing;Zoo Games;50
12267;Escape from Bug Island;Wii;2006;Action;Eidos Interactive;50
12273;Bleach: Versus Crusade;Wii;2008;Fighting;Sega;50
12280;Santa Claus Is Comin' to Town!;Wii;2011;Puzzle;Crave Entertainment;50
12293;Cabela's Trophy Bucks;Wii;2008;Sports;Activision Value;50
12301;Legend of the Dragon;Wii;2007;Fighting;Game Factory;50
12311;Fast Food Panic;Wii;2009;Simulation;Nobilis;50
12314;Another Code R: A Journey into Lost Memories;Wii;2009;Adventure;Nintendo;50
12320;Octomania;Wii;2007;Puzzle;Midas Interactive Entertainment;50
12322;Fishing Master (jp sales);Wii;2007;Sports;Konami Digital Entertainment;50
12332;Spy Fox in Dry Cereal;Wii;2008;Adventure;Majesco Entertainment;50
12363;Alien Syndrome;Wii;2007;Role-Playing;Sega;50
12372;Samurai Shodown Anthology;Wii;2008;Fighting;Ignition Entertainment;50
12388;Spy Games: Elevator Mission;Wii;2007;Shooter;Tommo;50
12433;Barbie and Her Sisters Puppy Rescue;Wii;2015;Action;Namco Bandai Games;50
12437;Puzzler Collection;Wii;2008;Puzzle;Ubisoft;50
12438;Naruto Shippuden: Gekito Ninja Taisen! Special;Wii;2010;Fighting;Takara Tomy;50
12447;Chevrolet Camaro: Wild Ride;Wii;2010;Racing;Storm City Games;50
12458;Cocoto Kart Racer;Wii;2008;Racing;Conspiracy Entertainment;50
12470;Grey's Anatomy: The Video Game;Wii;2009;Adventure;Ubisoft;50
12475;Crazy Chicken Tales;Wii;2009;Action;Conspiracy Entertainment;50
12493;Alvin and the Chipmunks;Wii;2007;Misc;Eidos Interactive;50
12504;My Fitness Coach: Club;Wii;2011;Sports;Ubisoft;50
12535;Pheasants Forever Wingshooter;Wii;2010;Shooter;Unknown;50
12536;Ivy the Kiwi?;Wii;2010;Puzzle;Rising Star Games;50
12555;Rooms: The Main Building;Wii;2010;Adventure;Hudson Soft;50
12564;Disney Planes Fire & Rescue;Wii;2014;Action;Disney Interactive Studios;50
12584;Centipede: Infestation;Wii;2011;Shooter;Atari;50
12592;Back to the Future: The Game;Wii;2011;Adventure;Telltale Games;50
12616;Dance Sensation!;Wii;2010;Misc;Majesco Entertainment;50
12617;Brave: A Warrior's Tale;Wii;2009;Action;SouthPeak Games;50
12628;Captain America: Super Soldier;Wii;N/A;Action;Sega;50
12632;Gem Smashers;Wii;2011;Platform;Crave Entertainment;50
12668;Flip's Twisted World;Wii;N/A;Platform;Unknown;50
12679;World Championship Athletics;Wii;2009;Sports;DTP Entertainment;50
12704;PopStar Guitar;Wii;2008;Misc;Midway Games;50
12741;SD Gundam G Generation Wars;Wii;2009;Strategy;Namco Bandai Games;50
12759;Kid Fit Island Resort;Wii;2010;Sports;Avanquest;50
12761;Roogoo Twisted Towers;Wii;2009;Puzzle;SouthPeak Games;50
12793;Coraline;Wii;2009;Action;D3Publisher;50
12812;My Horse & Me: Riding for Gold;Wii;2008;Sports;Atari;50
12813;Sled Shred featuring the Jamaican Bobsled Team;Wii;2010;Sports;SouthPeak Games;50
12850;Countdown: The Game;Wii;2009;Puzzle;Mindscape;50
12869;Vertigo;Wii;2009;Strategy;Playlogic Game Factory;50
12881;Reader Rabbit 2nd Grade;Wii;N/A;Misc;Unknown;50
12886;Defendin' De Penguin;Wii;2008;Strategy;Zushi Games;50
12897;Major Minor's Majestic March;Wii;2009;Misc;Majesco Entertainment;50
12909;Puyo Puyo 7;Wii;2009;Puzzle;Sega;50
12916;Pretty Cure All Stars Everyone Gather ? Let's Dance!;Wii;2013;Misc;Namco Bandai Games;50
12928;Domino Rally;Wii;2007;Action;Nordcurrent;50
12957;Sushi Go-Round;Wii;2010;Simulation;Asylum Entertainment;50
12959;Myth Makers: Orbs of Doom;Wii;2007;Puzzle;Popcorn Arcade;50
12979;Mr Bean's Wacky World of Wii;Wii;2009;Adventure;Blast! Entertainment Ltd;50
12995;Hysteria Hospital: Emergency Ward;Wii;2009;Action;Oxygen Interactive;50
13049;Dream Salon;Wii;2009;Misc;Zoo Games;50
13053;Jenga World Tour;Wii;2007;Misc;Atari;50
13074;Kart Racer;Wii;2009;Racing;Nordic Games;50
13076;Sam & Max: Beyond Time and Space;Wii;2010;Adventure;Atari;50
13100;Hotel for Dogs;Wii;2009;Simulation;505 Games;50
13107;Super Robot Taisen Neo;Wii;2009;Strategy;Namco Bandai Games;50
13124;My Body Coach;Wii;2009;Sports;Big Ben Interactive;50
13132;Sea Monsters: A Prehistoric Adventure;Wii;2007;Adventure;Zushi Games;50
13156;Pirates vs Ninja Dodgeball;Wii;2009;Sports;SouthPeak Games;50
13165;Active Life: Magical Carnival;Wii;2011;Misc;Namco Bandai Games;50
13185;Furu Furu Park;Wii;2007;Misc;Taito;50
13192;QUIZ PARTY;Wii;2012;Misc;Nintendo;50
13196;The Grim Adventures of Billy & Mandy;Wii;2006;Action;Midway Games;50
